财务主任-总账（南沙）,维他奶（上海）有限公司,10000,广州-南沙区,外资（欧美）,周末双休 带薪年假 五险一金 餐饮补贴 员工旅游 通讯补贴 专业培训 年终奖金 定期体检,5-7年经验 本科 招2人,500-1000人
风控经理,广东易恒律师事务所,9000,广州-天河区,民营公司,带薪年假 购买社保 节日福利,3-4年经验 本科 招1人,50-150人
审计师,金发科技股份有限公司,12500,广州,上市公司,五险一金 绩效奖金 年终奖金 季度奖金 年度旅游 带薪年假 节日福利 包住宿 体检 周末双休,5-7年经验 本科 招若干人,5000-10000人
财务总监,华康海宇财富管理有限公司,30000,广州-黄埔区,民营公司,五险一金 定期体检 员工旅游 绩效奖金 节日福利 周末双休 法定假期,10年以上经验 本科 招1人,10000人以上
财务总监,广州兆成景置业有限公司,16000,广州,民营公司,做五休二 周末双休 带薪年假 五险一金 绩效奖金 节日福利 专业培训 交通补贴 员工旅游 定期体检,5-7年经验 本科 招1人,50-150人
财务专员/主管,广州天闻角川动漫有限公司,8500,广州-天河区,合资,五险一金 员工旅游 绩效奖金 餐饮补贴 带薪年假 节日福利 全勤奖 定期体检 周末双休 高温补贴,3-4年经验 本科 招1人,50-150人
财务经理,广州转型家科技有限公司,9000,广州-越秀区,民营公司,五险一金 团建活动 周末双休 绩效奖金 专业培训,8-9年经验 本科 招1人,少于50人
总账主任 GL Supervisor,亨氏（中国）投资有限公司,12500,广州-越秀区,外资（欧美）,周末双休 专业培训 节日福利 带薪年假 五险一金,2年经验 本科 招若干人,1000-5000人
风控,中土科技发展（广州）有限公司,7500,广州-南沙区,民营公司,待遇面议,3-4年经验 大专 招1人,少于50人
商务经理,乐艺教育科技（广州）有限责任公司,10500,广州-天河区,民营公司,五险一金 员工旅游 专业培训 年终奖金,2年经验 大专 招1人,50-150人
会计,广州乐邦服装有限公司,5500,广州-番禺区,民营公司,包吃 全勤奖 节日福利 住房补贴,3-4年经验 大专 招1人,50-150人
税务项目主任,海华税务师事务所有限公司,7000,广州,民营公司,带薪年假 周末双休 节日福利 专业培训 五险一金 补充医疗保险 定期体检 绩效奖金 年终奖金,2年经验 本科 招2人,500-1000人
风控经理、风控总监,广州花城创业投资管理有限公司,20833,广州-天河区,民营公司,补充医疗保险 餐饮补贴 通讯补贴 绩效奖金 年终奖金 定期体检 专业培训,3-4年经验 本科 招2人,少于50人
预算分析高级专员 (MJ001386),SHEIN,17500,广州-番禺区,民营公司,五险一金 餐饮补贴 绩效奖金 年终奖金 定期体检 带薪年假 周末双休 节假日福利,3-4年经验 本科 招1人,5000-10000人
商务总监,广州悠绿游信息技术有限公司,22500,广州-海珠区,外资（非欧美）,周末双休 弹性工作 员工旅游 五险一金,5-7年经验 大专 招若干人,少于50人
财务经理,广州荣锋电子科技有限公司,37500,广州,民营公司,五险一金 餐饮补贴 绩效奖金,5-7年经验 本科 招若干人,150-500人
证券事务代表,中科臻祺生物科技（广东）有限公司,18750,广州-天河区,民营公司,五险一金 周末双休 节日福利,5-7年经验 硕士 招1人,少于50人
海外投放,广州百奇盾软件开发有限公司,14000,广州-番禺区,民营公司,带薪年假 节日福利 住房补贴 餐饮补贴 五险一金,2年经验 大专 招2人,50-150人
首席财务官CFO,深圳市企企通科技有限公司,30000,广州-天河区,民营公司,五险一金 员工旅游 专业培训 弹性工作 餐饮补贴 交通补贴 绩效奖金 周末双休,10年以上经验 本科 招1人,500-1000人
证券分析师,广州市双虎科技发展有限公司,19000,广州-天河区,民营公司,,2年经验 硕士 招若干人,5000-10000人
财务总监,广州市鸿森餐饮服务有限公司,27500,广州-天河区,民营公司,餐饮补贴 全勤奖 绩效奖金 专业培训,5-7年经验 大专 招1人,150-500人
会计核算副经理（项目公司）,中新广州知识城投资开发有限公司,12500,广州-黄埔区,外资（非欧美）,五险一金 补充医疗保险 免费班车 定期体检 绩效奖金,5-7年经验 本科 招1人,150-500人
投资经理/高级投资经理,棕榈生态城镇发展股份有限公司,17500,广州-天河区,上市公司,五险一金 交通补贴 通讯补贴 员工旅游 定期体检 绩效奖金 餐饮补贴 补充医疗保险,5-7年经验 本科 招1人,1000-5000人
财务经理,恒企教育,15000,广州,上市公司,,3-4年经验 本科 招1人,1000-5000人
应收助理经理,香港新世界集团成员-K11 Concepts Limited,19000,广州-天河区,外资（非欧美）,,8-9年经验 本科 招1人,150-500人
集团投融资总监,广州携旅信息科技有限公司,27500,广州-海珠区,创业公司,五险一金 补充公积金 员工旅游 交通补贴 年终奖金 绩效奖金 专业培训 通讯补贴 弹性工作,5-7年经验 本科 招若干人,150-500人
经营分析经理,广州立白企业集团有限公司,14583,广州-荔湾区,民营公司,五险一金 补充医疗保险 绩效奖金 定期体检 节日福利 年终奖金 专业培训 餐饮补贴 员工食堂 员工宿舍,3-4年经验 本科 招1人,10000人以上
小米应用商店优化师,广州奇异果互动科技股份有限公司,8500,广州-天河区,上市公司,五险一金 员工旅游 餐饮补贴 绩效奖金 年终奖金 定期体检,1年经验 本科 招2人,50-150人
审计高级经理,大家乐（中国）有限公司,37500,广州,外资（非欧美）,五险一金 包吃包住 周末双休 员工旅游 绩效奖金 专业培训 加班工资,10年以上经验 大专 招1人,10000人以上
IT审计岗,广发银行股份有限公司信用卡中心,16666,广州,合资,五险一金 餐饮补贴 年终奖金 定期体检,1年经验 本科 招1人,10000人以上
资金副经理,广州市碧莹化妆品有限公司,12500,广州-白云区,民营公司,包吃 全勤奖 节日福利 餐饮补贴 弹性工作 年终奖金 绩效奖金 社保,5-7年经验 本科 招1人,1000-5000人
FSSC总监,广州恩飞投资有限公司,45833,广州-越秀区,民营公司,五险一金 餐饮补贴 补充医疗保险 补充公积金 专业培训 出国机会 员工旅游 绩效奖金 免费班车 年终奖金,10年以上经验 大专 招1人,500-1000人
财务总监兼董秘,苏州百道医疗科技有限公司,37500,广州,民营公司,五险一金 餐饮补贴 年终奖金 弹性工作 交通补贴 做五休二 带薪年假 节日福利 补充医疗保险 定期体检,10年以上经验 本科 招1人,50-150人
高级内审主任,广州南顺清洁用品有限公司,19500,广州-番禺区,外资（非欧美）,五险一金 餐饮补贴 通讯补贴 年终奖金 员工旅游 定期体检,5-7年经验 本科 招若干人,150-500人
会计,广东久量股份有限公司,9000,广州-白云区,民营公司,包吃 包三餐 包住宿 免费班车 五险一金 绩效奖金 全勤奖 餐饮补贴,3-4年经验 本科 招若干人,1000-5000人
Financial  Controller,广州爱齐福珠宝有限公司,35000,广州-番禺区,合资,五险一金 员工旅游 交通补贴 专业培训 出国机会 年终奖金 绩效奖金,10年以上经验 本科 招1人,150-500人
财务经理（外派）,广州粤泰集团股份有限公司,20000,广州,上市公司,五险一金 通讯补贴 绩效奖金 年终奖金 交通补贴 股票期权 周末双休,5-7年经验 本科 招3人,500-1000人
财务经理,广州中大凯旋电子科技有限公司,20000,广州,民营公司,五险一金 员工旅游 节日福利 年终奖金 绩效奖金 定期体检,8-9年经验 本科 招1人,150-500人
会计主管（应付方向） (MJ036920),金拱门（广州）数据处理服务有限公司,9166,广州-荔湾区,外资（欧美）,周末双休 节日福利 专业培训 氛围好 领导好 轮岗制度,5-7年经验 本科 招1人,150-500人
持续改进管理岗,广州广汽租赁有限公司,7500,广州-海珠区,国企,五险一金 绩效奖金 年终奖金 定期体检 世界500强 专业培训 补充医疗保险 员工关怀,2年经验 本科 招1人,150-500人
